id,name,image,given_name,family_name,sort_name,birth_date,gender,identifier__bioguide,identifier__thomas,identifier__lis,identifier__govtrack,identifier__opensecrets,identifier__votesmart,identifier__fec,identifier__cspan,identifier__wikipedia,identifier__house_history,identifier__ballotpedia,identifier__maplight,identifier__washington_post,identifier__icpsr,identifier__wikidata,house,start_date,state,district,party,homepage,address,phone,fax,area_id,term,end_date,identifier__bioguide_previous,identifier__google_entity_id
A000121,George Allen,https://theunitedstates.io/images/congress/original/A000121.jpg,George,Allen,"Allen, George",1952-03-08,male,A000121,00013,S274,300004,N00009957,22404,,,George Allen (U.S. politician),8430,,,,29148,Q527553,sen,2001-01-06,VA,,Republican,http://allen.senate.gov,,,,ocd-division/country:us/state:va,107,2003-01-03,,kg:/m/0gj1g3
A000121,George Allen,https://theunitedstates.io/images/congress/original/A000121.jpg,George,Allen,"Allen, George",1952-03-08,male,A000121,00013,S274,300004,N00009957,22404,,,George Allen (U.S. politician),8430,,,,29148,Q527553,sen,2003-01-06,VA,,Republican,http://allen.senate.gov,,,,ocd-division/country:us/state:va,108,2005-01-03,,kg:/m/0gj1g3
A000121,George Allen,https://theunitedstates.io/images/congress/original/A000121.jpg,George,Allen,"Allen, George",1952-03-08,male,A000121,00013,S274,300004,N00009957,22404,,,George Allen (U.S. politician),8430,,,,29148,Q527553,sen,2005-01-06,VA,,Republican,http://allen.senate.gov,,,,ocd-division/country:us/state:va,109,2007-01-03,,kg:/m/0gj1g3
A000208,Mark Andrews,https://theunitedstates.io/images/congress/original/A000208.jpg,Mark,Andrews,"Andrews, Mark",1926-05-19,male,A000208,00019,,400881,,,,,Mark Andrews (politician),8547,,,,10569,Q364746,sen,1981-01-06,ND,,Republican,,,,,ocd-division/country:us/state:nd,97,1983-01-03,,kg:/m/04fw61
A000208,Mark Andrews,https://theunitedstates.io/images/congress/original/A000208.jpg,Mark,Andrews,"Andrews, Mark",1926-05-19,male,A000208,00019,,400881,,,,,Mark Andrews (politician),8547,,,,10569,Q364746,sen,1983-01-03,ND,,Republican,,,,,ocd-division/country:us/state:nd,98,1983-01-06,,kg:/m/04fw61
A000208,Mark Andrews,https://theunitedstates.io/images/congress/original/A000208.jpg,Mark,Andrews,"Andrews, Mark",1926-05-19,male,A000208,00019,,400881,,,,,Mark Andrews (politician),8547,,,,10569,Q364746,sen,1985-01-06,ND,,Republican,,,,,ocd-division/country:us/state:nd,99,1987-01-03,,kg:/m/04fw61
A000219,William Armstrong,https://theunitedstates.io/images/congress/original/A000219.jpg,William,Armstrong,"Armstrong, William",1937-03-16,male,A000219,00029,S134,400927,,,,,William L. Armstrong,8566,,,,14002,Q744037,sen,1987-01-06,CO,,Republican,,,,,ocd-division/country:us/state:co,100,1989-01-03,,kg:/m/07wy4r
A000219,William Armstrong,https://theunitedstates.io/images/congress/original/A000219.jpg,William,Armstrong,"Armstrong, William",1937-03-16,male,A000219,00029,S134,400927,,,,,William L. Armstrong,8566,,,,14002,Q744037,sen,1989-01-06,CO,,Republican,,,,,ocd-division/country:us/state:co,101,1991-01-03,,kg:/m/07wy4r
A000219,William Armstrong,https://theunitedstates.io/images/congress/original/A000219.jpg,William,Armstrong,"Armstrong, William",1937-03-16,male,A000219,00029,S134,400927,,,,,William L. Armstrong,8566,,,,14002,Q744037,sen,1981-01-06,CO,,Republican,,,,,ocd-division/country:us/state:co,97,1983-01-03,,kg:/m/07wy4r
A000219,William Armstrong,https://theunitedstates.io/images/congress/original/A000219.jpg,William,Armstrong,"Armstrong, William",1937-03-16,male,A000219,00029,S134,400927,,,,,William L. Armstrong,8566,,,,14002,Q744037,sen,1983-01-03,CO,,Republican,,,,,ocd-division/country:us/state:co,98,1983-01-06,,kg:/m/07wy4r
A000219,William Armstrong,https://theunitedstates.io/images/congress/original/A000219.jpg,William,Armstrong,"Armstrong, William",1937-03-16,male,A000219,00029,S134,400927,,,,,William L. Armstrong,8566,,,,14002,Q744037,sen,1985-01-06,CO,,Republican,,,,,ocd-division/country:us/state:co,99,1987-01-03,,kg:/m/07wy4r
A000355,Spencer Abraham,https://theunitedstates.io/images/congress/original/A000355.jpg,Spencer,Abraham,"Abraham, Spencer",1952-06-12,male,A000355,01269,S238,400555,,,,,Spencer Abraham,,,,,49500,Q1285613,sen,1995-01-06,MI,,Republican,,,,,ocd-division/country:us/state:mi,104,1997-01-03,,kg:/m/01jtx9
A000355,Spencer Abraham,https://theunitedstates.io/images/congress/original/A000355.jpg,Spencer,Abraham,"Abraham, Spencer",1952-06-12,male,A000355,01269,S238,400555,,,,,Spencer Abraham,,,,,49500,Q1285613,sen,1997-01-06,MI,,Republican,,,,,ocd-division/country:us/state:mi,105,1999-01-03,,kg:/m/01jtx9
A000355,Spencer Abraham,https://theunitedstates.io/images/congress/original/A000355.jpg,Spencer,Abraham,"Abraham, Spencer",1952-06-12,male,A000355,01269,S238,400555,,,,,Spencer Abraham,,,,,49500,Q1285613,sen,1999-01-06,MI,,Republican,,,,,ocd-division/country:us/state:mi,106,2001-01-03,,kg:/m/01jtx9
A000356,John Ashcroft,https://theunitedstates.io/images/congress/original/A000356.jpg,John,Ashcroft,"Ashcroft, John",1942-05-09,male,A000356,01274,S239,400556,,,,,John Ashcroft,,,,,49501,Q311141,sen,1995-01-06,MO,,Republican,,,,,ocd-division/country:us/state:mo,104,1997-01-03,,kg:/m/046c6
A000356,John Ashcroft,https://theunitedstates.io/images/congress/original/A000356.jpg,John,Ashcroft,"Ashcroft, John",1942-05-09,male,A000356,01274,S239,400556,,,,,John Ashcroft,,,,,49501,Q311141,sen,1997-01-06,MO,,Republican,,,,,ocd-division/country:us/state:mo,105,1999-01-03,,kg:/m/046c6
A000356,John Ashcroft,https://theunitedstates.io/images/congress/original/A000356.jpg,John,Ashcroft,"Ashcroft, John",1942-05-09,male,A000356,01274,S239,400556,,,,,John Ashcroft,,,,,49501,Q311141,sen,1999-01-06,MO,,Republican,,,,,ocd-division/country:us/state:mo,106,2001-01-03,,kg:/m/046c6
A000360,Lamar Alexander,https://theunitedstates.io/images/congress/original/A000360.jpg,Lamar,Alexander,"Alexander, Lamar",1940-07-03,male,A000360,01695,S289,300002,N00009888,15691,S2TN00058,5,Lamar Alexander,,Lamar Alexander,530,,40304,Q419976,sen,2003-01-07,TN,,Republican,http://alexander.senate.gov/,,,,ocd-division/country:us/state:tn,108,2005-01-03,,kg:/m/01rbs3
A000360,Lamar Alexander,https://theunitedstates.io/images/congress/original/A000360.jpg,Lamar,Alexander,"Alexander, Lamar",1940-07-03,male,A000360,01695,S289,300002,N00009888,15691,S2TN00058,5,Lamar Alexander,,Lamar Alexander,530,,40304,Q419976,sen,2005-01-06,TN,,Republican,http://alexander.senate.gov/,,,,ocd-division/country:us/state:tn,109,2007-01-03,,kg:/m/01rbs3
A000360,Lamar Alexander,https://theunitedstates.io/images/congress/original/A000360.jpg,Lamar,Alexander,"Alexander, Lamar",1940-07-03,male,A000360,01695,S289,300002,N00009888,15691,S2TN00058,5,Lamar Alexander,,Lamar Alexander,530,,40304,Q419976,sen,2007-01-06,TN,,Republican,http://alexander.senate.gov/,,,,ocd-division/country:us/state:tn,110,2009-01-03,,kg:/m/01rbs3
A000360,Lamar Alexander,https://theunitedstates.io/images/congress/original/A000360.jpg,Lamar,Alexander,"Alexander, Lamar",1940-07-03,male,A000360,01695,S289,300002,N00009888,15691,S2TN00058,5,Lamar Alexander,,Lamar Alexander,530,,40304,Q419976,sen,2009-01-06,TN,,Republican,http://www.alexander.senate.gov,455 Dirksen Senate Office Building Washington DC 20510,202-224-4944,202-228-3398,ocd-division/country:us/state:tn,111,2011-01-03,,kg:/m/01rbs3
A000360,Lamar Alexander,https://theunitedstates.io/images/congress/original/A000360.jpg,Lamar,Alexander,"Alexander, Lamar",1940-07-03,male,A000360,01695,S289,300002,N00009888,15691,S2TN00058,5,Lamar Alexander,,Lamar Alexander,530,,40304,Q419976,sen,2011-01-06,TN,,Republican,http://www.alexander.senate.gov,455 Dirksen Senate Office Building Washington DC 20510,202-224-4944,202-228-3398,ocd-division/country:us/state:tn,112,2013-01-03,,kg:/m/01rbs3
A000360,Lamar Alexander,https://theunitedstates.io/images/congress/original/A000360.jpg,Lamar,Alexander,"Alexander, Lamar",1940-07-03,male,A000360,01695,S289,300002,N00009888,15691,S2TN00058,5,Lamar Alexander,,Lamar Alexander,530,,40304,Q419976,sen,2013-01-06,TN,,Republican,http://www.alexander.senate.gov,455 Dirksen Senate Office Building Washington DC 20510,202-224-4944,202-228-3398,ocd-division/country:us/state:tn,113,2015-01-03,,kg:/m/01rbs3
A000360,Lamar Alexander,https://theunitedstates.io/images/congress/original/A000360.jpg,Lamar,Alexander,"Alexander, Lamar",1940-07-03,male,A000360,01695,S289,300002,N00009888,15691,S2TN00058,5,Lamar Alexander,,Lamar Alexander,530,,40304,Q419976,sen,2015-01-06,TN,,Republican,https://www.alexander.senate.gov/public/index.cfm/home,455 Dirksen Senate Office Building Washington DC 20510,202-224-4944,202-228-3398,ocd-division/country:us/state:tn,114,2017-01-03,,kg:/m/01rbs3
A000360,Lamar Alexander,https://theunitedstates.io/images/congress/original/A000360.jpg,Lamar,Alexander,"Alexander, Lamar",1940-07-03,male,A000360,01695,S289,300002,N00009888,15691,S2TN00058,5,Lamar Alexander,,Lamar Alexander,530,,40304,Q419976,sen,2017-01-03,TN,,Republican,https://www.alexander.senate.gov/public/index.cfm/home,455 Dirksen Senate Office Building Washington DC 20510,202-224-4944,202-228-3398,ocd-division/country:us/state:tn,115,"",,kg:/m/01rbs3
A000368,Kelly Ayotte,https://theunitedstates.io/images/congress/original/A000368.jpg,Kelly,Ayotte,"Ayotte, Kelly",1968-06-27,female,A000368,02075,S340,412493,N00030980,42352,S0NH00235,95241,Kelly Ayotte,8771,Kelly A. Ayotte,1498,,41106,Q22354,sen,2011-01-06,NH,,Republican,http://www.ayotte.senate.gov,144 Russell Senate Office Building Washington DC 20510,202-224-3324,202-224-4952,ocd-division/country:us/state:nh,112,2013-01-03,,kg:/m/0g9g4r
A000368,Kelly Ayotte,https://theunitedstates.io/images/congress/original/A000368.jpg,Kelly,Ayotte,"Ayotte, Kelly",1968-06-27,female,A000368,02075,S340,412493,N00030980,42352,S0NH00235,95241,Kelly Ayotte,8771,Kelly A. Ayotte,1498,,41106,Q22354,sen,2013-01-06,NH,,Republican,http://www.ayotte.senate.gov,144 Russell Senate Office Building Washington DC 20510,202-224-3324,202-224-4952,ocd-division/country:us/state:nh,113,2015-01-03,,kg:/m/0g9g4r
A000368,Kelly Ayotte,https://theunitedstates.io/images/congress/original/A000368.jpg,Kelly,Ayotte,"Ayotte, Kelly",1968-06-27,female,A000368,02075,S340,412493,N00030980,42352,S0NH00235,95241,Kelly Ayotte,8771,Kelly A. Ayotte,1498,,41106,Q22354,sen,2015-01-06,NH,,Republican,http://www.ayotte.senate.gov,144 Russell Senate Office Building Washington DC 20510,202-224-3324,202-224-4952,ocd-division/country:us/state:nh,114,2017-01-03,,kg:/m/0g9g4r
B000063,"Howard Baker, Jr.",https://theunitedstates.io/images/congress/original/B000063.jpg,Howard,Baker,"Baker, Howard",1925-11-15,male,B000063,01275,,401067,,,,,Howard Baker,,,,,11200,Q1337643,sen,1981-01-06,TN,,Republican,,,,,ocd-division/country:us/state:tn,97,1983-01-03,,kg:/m/021kgt
B000063,"Howard Baker, Jr.",https://theunitedstates.io/images/congress/original/B000063.jpg,Howard,Baker,"Baker, Howard",1925-11-15,male,B000063,01275,,401067,,,,,Howard Baker,,,,,11200,Q1337643,sen,1983-01-03,TN,,Republican,,,,,ocd-division/country:us/state:tn,98,1983-01-06,,kg:/m/021kgt
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1987-01-06,MT,,Democrat,,,,,ocd-division/country:us/state:mt,100,1989-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1989-01-06,MT,,Democrat,,,,,ocd-division/country:us/state:mt,101,1991-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1991-01-06,MT,,Democrat,,,,,ocd-division/country:us/state:mt,102,1993-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1993-01-06,MT,,Democrat,,,,,ocd-division/country:us/state:mt,103,1995-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1995-01-06,MT,,Democrat,,,,,ocd-division/country:us/state:mt,104,1997-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1997-01-07,MT,,Democrat,,,,,ocd-division/country:us/state:mt,105,1999-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1999-01-06,MT,,Democrat,,,,,ocd-division/country:us/state:mt,106,2001-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,2001-01-06,MT,,Democrat,,,,,ocd-division/country:us/state:mt,107,2003-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,2003-01-07,MT,,Democrat,http://baucus.senate.gov,,,,ocd-division/country:us/state:mt,108,2005-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,2005-01-06,MT,,Democrat,http://baucus.senate.gov,,,,ocd-division/country:us/state:mt,109,2007-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,2007-01-06,MT,,Democrat,http://baucus.senate.gov,,,,ocd-division/country:us/state:mt,110,2009-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,2009-01-06,MT,,Democrat,http://www.baucus.senate.gov,511 Hart Senate Office Building Washington DC 20510,202-224-2651,202-224-0515,ocd-division/country:us/state:mt,111,2011-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,2011-01-06,MT,,Democrat,http://www.baucus.senate.gov,511 Hart Senate Office Building Washington DC 20510,202-224-2651,202-224-0515,ocd-division/country:us/state:mt,112,2013-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,2013-01-06,MT,,Democrat,http://www.baucus.senate.gov,511 Hart Senate Office Building Washington DC 20510,202-224-2651,202-224-0515,ocd-division/country:us/state:mt,113,2014-02-06,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1981-01-06,MT,,Democrat,,,,,ocd-division/country:us/state:mt,97,1983-01-03,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1983-01-03,MT,,Democrat,,,,,ocd-division/country:us/state:mt,98,1983-01-06,,kg:/m/01rcm2
B000243,Max Baucus,https://theunitedstates.io/images/congress/original/B000243.jpg,Max,Baucus,"Baucus, Max",1941-12-11,male,B000243,00066,S127,300005,N00004643,53315,S8MT00010,1727,Max Baucus,9092,Max Baucus,533,,14203,Q470748,sen,1985-01-06,MT,,Democrat,,,,,ocd-division/country:us/state:mt,99,1987-01-03,,kg:/m/01rcm2
B000382,Robert Bennett,https://theunitedstates.io/images/congress/original/B000382.jpg,Robert,Bennett,"Bennett, Robert",1933-09-18,male,B000382,01280,S231,300007,N00006347,53351,S2UT00104,25708,Bob Bennett (politician),,,,,49307,Q715787,sen,1993-01-06,UT,,Republican,,,,,ocd-division/country:us/state:ut,103,1995-01-03,,kg:/m/01xtg9
