id,identifier__nrsr,identifier__parldata,name,sort_name,family_name,given_name,honorific_prefix,birth_date,gender,national_identity,email,image,source,start_date,end_date,faction_id,term,faction
1022816823321351414476842420,1022816823321351414476842420,54d2a4f8273a394ad5db9892,Vladimír Palko,"Palko, Vladimír",Palko,Vladimír,doc. RNDr.,1957-05-20,male,slovenská,vladimir_palko@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f8273a394ad5db9892/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=102&CisObdobia=4,2000-11-29,2001-06-17,0,2,Independent
1022816823321351414476842420,1022816823321351414476842420,54d2a4f8273a394ad5db9892,Vladimír Palko,"Palko, Vladimír",Palko,Vladimír,doc. RNDr.,1957-05-20,male,slovenská,vladimir_palko@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f8273a394ad5db9892/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=102&CisObdobia=4,1998-10-29,2000-11-28,2,2,Klub SDK
1022816823321351414476842420,1022816823321351414476842420,54d2a4f8273a394ad5db9892,Vladimír Palko,"Palko, Vladimír",Palko,Vladimír,doc. RNDr.,1957-05-20,male,slovenská,vladimir_palko@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f8273a394ad5db9892/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=102&CisObdobia=4,2001-06-18,2002-09-21,8,2,Klub KDH
1022816823321351414476842420,1022816823321351414476842420,54d2a4f8273a394ad5db9892,Vladimír Palko,"Palko, Vladimír",Palko,Vladimír,doc. RNDr.,1957-05-20,male,slovenská,vladimir_palko@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f8273a394ad5db9892/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=102&CisObdobia=4,2002-10-15,2002-10-16,14,3,Klub KDH
1022816823321351414476842420,1022816823321351414476842420,54d2a4f8273a394ad5db9892,Vladimír Palko,"Palko, Vladimír",Palko,Vladimír,doc. RNDr.,1957-05-20,male,slovenská,vladimir_palko@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f8273a394ad5db9892/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=102&CisObdobia=4,2006-02-08,2006-06-16,14,3,Klub KDH
1022816823321351414476842420,1022816823321351414476842420,54d2a4f8273a394ad5db9892,Vladimír Palko,"Palko, Vladimír",Palko,Vladimír,doc. RNDr.,1957-05-20,male,slovenská,vladimir_palko@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f8273a394ad5db9892/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=102&CisObdobia=4,2008-02-22,2010-06-12,0,4,Independent
1022816823321351414476842420,1022816823321351414476842420,54d2a4f8273a394ad5db9892,Vladimír Palko,"Palko, Vladimír",Palko,Vladimír,doc. RNDr.,1957-05-20,male,slovenská,vladimir_palko@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f8273a394ad5db9892/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=102&CisObdobia=4,2006-07-04,2008-02-21,24,4,Klub KDH
103211447729192528293842,103211447729192528293842,54d2a4f9273a394ad5db9894,Jaroslav Paška,"Paška, Jaroslav",Paška,Jaroslav,akad. arch. Ing. arch.,1954-06-20,male,slovenská,jaroslav_paska@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f9273a394ad5db9894/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=103&CisObdobia=4,1998-09-26,1998-10-28,0,2,Independent
103211447729192528293842,103211447729192528293842,54d2a4f9273a394ad5db9894,Jaroslav Paška,"Paška, Jaroslav",Paška,Jaroslav,akad. arch. Ing. arch.,1954-06-20,male,slovenská,jaroslav_paska@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f9273a394ad5db9894/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=103&CisObdobia=4,2001-09-17,2002-09-21,0,2,Independent
103211447729192528293842,103211447729192528293842,54d2a4f9273a394ad5db9894,Jaroslav Paška,"Paška, Jaroslav",Paška,Jaroslav,akad. arch. Ing. arch.,1954-06-20,male,slovenská,jaroslav_paska@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f9273a394ad5db9894/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=103&CisObdobia=4,1998-10-29,2001-09-16,4,2,Klub SNS
103211447729192528293842,103211447729192528293842,54d2a4f9273a394ad5db9894,Jaroslav Paška,"Paška, Jaroslav",Paška,Jaroslav,akad. arch. Ing. arch.,1954-06-20,male,slovenská,jaroslav_paska@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4f9273a394ad5db9894/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=103&CisObdobia=4,2006-07-04,2009-07-14,29,4,Klub SNS
104221696,104221696,54d2a4fb273a394ad5db989a,Ferdinand Petrák,"Petrák, Ferdinand",Petrák,Ferdinand,Ing.,1950-11-26,male,slovenská,petrferd@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fb273a394ad5db989a/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=104&CisObdobia=2,1998-09-26,1998-10-28,0,2,Independent
104221696,104221696,54d2a4fb273a394ad5db989a,Ferdinand Petrák,"Petrák, Ferdinand",Petrák,Ferdinand,Ing.,1950-11-26,male,slovenská,petrferd@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fb273a394ad5db989a/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=104&CisObdobia=2,2001-02-28,2001-06-17,0,2,Independent
104221696,104221696,54d2a4fb273a394ad5db989a,Ferdinand Petrák,"Petrák, Ferdinand",Petrák,Ferdinand,Ing.,1950-11-26,male,slovenská,petrferd@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fb273a394ad5db989a/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=104&CisObdobia=2,2001-06-18,2002-09-21,6,2,Klub SOP-LDÚ-SZS
104221696,104221696,54d2a4fb273a394ad5db989a,Ferdinand Petrák,"Petrák, Ferdinand",Petrák,Ferdinand,Ing.,1950-11-26,male,slovenská,petrferd@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fb273a394ad5db989a/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=104&CisObdobia=2,1998-10-29,2001-02-27,9,2,Klub SOP
1052121,1052121,54d2a4fc273a394ad5db989c,Marta Podhradská,"Podhradská, Marta",Podhradská,Marta,,1949-06-28,female,slovenská,podhmart@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fc273a394ad5db989c/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=105&CisObdobia=2,1998-09-26,1998-10-28,0,2,Independent
1052121,1052121,54d2a4fc273a394ad5db989c,Marta Podhradská,"Podhradská, Marta",Podhradská,Marta,,1949-06-28,female,slovenská,podhmart@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fc273a394ad5db989c/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=105&CisObdobia=2,2002-07-18,2002-09-21,0,2,Independent
1052121,1052121,54d2a4fc273a394ad5db989c,Marta Podhradská,"Podhradská, Marta",Podhradská,Marta,,1949-06-28,female,slovenská,podhmart@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fc273a394ad5db989c/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=105&CisObdobia=2,1998-10-29,2002-07-17,1,2,Klub ĽS-HZDS
106296,106296,54d2a4fd273a394ad5db989e,Igor Presperín,"Presperín, Igor",Presperín,Igor,PhDr.,1950-12-06,male,slovenská,presigor@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fd273a394ad5db989e/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=106&CisObdobia=2,1998-09-26,1998-10-28,0,2,Independent
106296,106296,54d2a4fd273a394ad5db989e,Igor Presperín,"Presperín, Igor",Presperín,Igor,PhDr.,1950-12-06,male,slovenská,presigor@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fd273a394ad5db989e/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=106&CisObdobia=2,2001-02-28,2001-06-17,0,2,Independent
106296,106296,54d2a4fd273a394ad5db989e,Igor Presperín,"Presperín, Igor",Presperín,Igor,PhDr.,1950-12-06,male,slovenská,presigor@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fd273a394ad5db989e/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=106&CisObdobia=2,2001-06-18,2002-09-21,6,2,Klub SOP-LDÚ-SZS
106296,106296,54d2a4fd273a394ad5db989e,Igor Presperín,"Presperín, Igor",Presperín,Igor,PhDr.,1950-12-06,male,slovenská,presigor@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fd273a394ad5db989e/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=106&CisObdobia=2,1998-10-29,2001-02-27,9,2,Klub SOP
107121894,107121894,54d2a475273a394ad5db94dd,Jozef Prokeš,"Prokeš, Jozef",Prokeš,Jozef,RNDr.,1950-06-12,male,slovenská,prokjoze@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a475273a394ad5db94dd/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=107&CisObdobia=2,1998-09-26,1998-10-28,0,2,Independent
107121894,107121894,54d2a475273a394ad5db94dd,Jozef Prokeš,"Prokeš, Jozef",Prokeš,Jozef,RNDr.,1950-06-12,male,slovenská,prokjoze@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a475273a394ad5db94dd/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=107&CisObdobia=2,2001-09-17,2002-09-21,0,2,Independent
107121894,107121894,54d2a475273a394ad5db94dd,Jozef Prokeš,"Prokeš, Jozef",Prokeš,Jozef,RNDr.,1950-06-12,male,slovenská,prokjoze@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a475273a394ad5db94dd/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=107&CisObdobia=2,1998-10-29,2001-09-16,4,2,Klub SNS
108233161623321548993282732333639,108233161623321548993282732333639,54d2a4fe273a394ad5db98a0,Pavol Prokopovič,"Prokopovič, Pavol",Prokopovič,Pavol,Ing.,1955-06-29,male,slovenská,pavol_prokopovic@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fe273a394ad5db98a0/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=108&CisObdobia=4,1999-09-26,2002-09-21,2,2,Klub SDK
108233161623321548993282732333639,108233161623321548993282732333639,54d2a4fe273a394ad5db98a0,Pavol Prokopovič,"Prokopovič, Pavol",Prokopovič,Pavol,Ing.,1955-06-29,male,slovenská,pavol_prokopovic@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fe273a394ad5db98a0/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=108&CisObdobia=4,2002-10-15,2002-10-16,15,3,Klub SDKÚ-DS
108233161623321548993282732333639,108233161623321548993282732333639,54d2a4fe273a394ad5db98a0,Pavol Prokopovič,"Prokopovič, Pavol",Prokopovič,Pavol,Ing.,1955-06-29,male,slovenská,pavol_prokopovic@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4fe273a394ad5db98a0/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=108&CisObdobia=4,2006-07-05,2010-06-12,28,4,Klub SDKÚ-DS
1092171782,1092171782,54d2a4ff273a394ad5db98a4,Alojz Rakús,"Rakús, Alojz",Rakús,Alojz,MUDr.,1947-05-14,male,slovenská,rakualojz@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4ff273a394ad5db98a4/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=109&CisObdobia=2,2000-11-29,2001-06-17,0,2,Independent
1092171782,1092171782,54d2a4ff273a394ad5db98a4,Alojz Rakús,"Rakús, Alojz",Rakús,Alojz,MUDr.,1947-05-14,male,slovenská,rakualojz@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4ff273a394ad5db98a4/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=109&CisObdobia=2,1998-11-03,2000-11-28,2,2,Klub SDK
1092171782,1092171782,54d2a4ff273a394ad5db98a4,Alojz Rakús,"Rakús, Alojz",Rakús,Alojz,MUDr.,1947-05-14,male,slovenská,rakualojz@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a4ff273a394ad5db98a4/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=109&CisObdobia=2,2001-06-18,2002-09-21,8,2,Klub KDH
110231322251222347589252732,110231322251222347589252732,54d2a500273a394ad5db98a6,Milan Rehák,"Rehák, Milan",Rehák,Milan,Ing.,1947-09-09,male,slovenská,milan_rehak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a500273a394ad5db98a6/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=110&CisObdobia=4,1998-09-26,1998-10-28,0,2,Independent
110231322251222347589252732,110231322251222347589252732,54d2a500273a394ad5db98a6,Milan Rehák,"Rehák, Milan",Rehák,Milan,Ing.,1947-09-09,male,slovenská,milan_rehak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a500273a394ad5db98a6/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=110&CisObdobia=4,1998-10-29,2002-09-21,1,2,Klub ĽS-HZDS
110231322251222347589252732,110231322251222347589252732,54d2a500273a394ad5db98a6,Milan Rehák,"Rehák, Milan",Rehák,Milan,Ing.,1947-09-09,male,slovenská,milan_rehak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a500273a394ad5db98a6/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=110&CisObdobia=4,2002-10-15,2006-06-16,12,3,Klub ĽS-HZDS
110231322251222347589252732,110231322251222347589252732,54d2a500273a394ad5db98a6,Milan Rehák,"Rehák, Milan",Rehák,Milan,Ing.,1947-09-09,male,slovenská,milan_rehak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a500273a394ad5db98a6/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=110&CisObdobia=4,2006-07-04,2010-06-12,25,4,Klub ĽS-HZDS
11121418113321311714479203474872727283139,11121418113321311714479203474872727283139,54d2a431273a394ad5db924e,Gyula Bárdos,"Bárdos, Gyula",Bárdos,Gyula,,1958-03-15,male,maďarská,gyula_bardos@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a431273a394ad5db924e/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=11&CisObdobia=4,1998-09-26,1998-10-28,0,2,Independent
11121418113321311714479203474872727283139,11121418113321311714479203474872727283139,54d2a431273a394ad5db924e,Gyula Bárdos,"Bárdos, Gyula",Bárdos,Gyula,,1958-03-15,male,maďarská,gyula_bardos@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a431273a394ad5db924e/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=11&CisObdobia=4,1998-10-29,2002-09-21,3,2,Klub SMK-MKP
11121418113321311714479203474872727283139,11121418113321311714479203474872727283139,54d2a431273a394ad5db924e,Gyula Bárdos,"Bárdos, Gyula",Bárdos,Gyula,,1958-03-15,male,maďarská,gyula_bardos@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a431273a394ad5db924e/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=11&CisObdobia=4,2002-10-15,2006-06-16,17,3,Klub SMK-MKP
11121418113321311714479203474872727283139,11121418113321311714479203474872727283139,54d2a431273a394ad5db924e,Gyula Bárdos,"Bárdos, Gyula",Bárdos,Gyula,,1958-03-15,male,maďarská,gyula_bardos@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a431273a394ad5db924e/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=11&CisObdobia=4,2006-07-04,2010-06-12,27,4,Klub SMK-MKP
1112896,1112896,54d2a501273a394ad5db98a8,Viera Rusková,"Rusková, Viera",Rusková,Viera,Mgr.,1966-02-07,female,slovenská,,http://files.parldata.eu/sk/nrsr/people/54d2a501273a394ad5db98a8/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=111&CisObdobia=2,1998-11-03,2000-09-12,0,2,Independent
11223122232515612223164478852828,11223122232515612223164478852828,54d2a502273a394ad5db98aa,Ján Rusnák,"Rusnák, Ján",Rusnák,Ján,Ing.,1956-01-17,male,slovenská,jan_rusnak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a502273a394ad5db98aa/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=112&CisObdobia=4,1998-09-26,1998-10-28,0,2,Independent
11223122232515612223164478852828,11223122232515612223164478852828,54d2a502273a394ad5db98aa,Ján Rusnák,"Rusnák, Ján",Rusnák,Ján,Ing.,1956-01-17,male,slovenská,jan_rusnak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a502273a394ad5db98aa/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=112&CisObdobia=4,1998-10-29,2000-09-12,2,2,Klub SDK
11223122232515612223164478852828,11223122232515612223164478852828,54d2a502273a394ad5db98aa,Ján Rusnák,"Rusnák, Ján",Rusnák,Ján,Ing.,1956-01-17,male,slovenská,jan_rusnak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a502273a394ad5db98aa/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=112&CisObdobia=4,2000-09-12,2002-09-21,2,2,Klub SDK
11223122232515612223164478852828,11223122232515612223164478852828,54d2a502273a394ad5db98aa,Ján Rusnák,"Rusnák, Ján",Rusnák,Ján,Ing.,1956-01-17,male,slovenská,jan_rusnak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a502273a394ad5db98aa/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=112&CisObdobia=4,2002-10-15,2006-06-16,15,3,Klub SDKÚ-DS
11223122232515612223164478852828,11223122232515612223164478852828,54d2a502273a394ad5db98aa,Ján Rusnák,"Rusnák, Ján",Rusnák,Ján,Ing.,1956-01-17,male,slovenská,jan_rusnak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a502273a394ad5db98aa/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=112&CisObdobia=4,2006-07-04,2006-07-05,28,4,Klub SDKÚ-DS
11223122232515612223164478852828,11223122232515612223164478852828,54d2a502273a394ad5db98aa,Ján Rusnák,"Rusnák, Ján",Rusnák,Ján,Ing.,1956-01-17,male,slovenská,jan_rusnak@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a502273a394ad5db98aa/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=112&CisObdobia=4,2009-09-08,2010-06-12,28,4,Klub SDKÚ-DS
11271,11271,54d2a42c273a394ad5db9225,Marta Aibeková,"Aibeková, Marta",Aibeková,Marta,PhDr.,1947-06-22,female,slovenská,aibemart@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a42c273a394ad5db9225/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1&CisObdobia=2,1998-09-26,1998-10-28,0,2,Independent
11271,11271,54d2a42c273a394ad5db9225,Marta Aibeková,"Aibeková, Marta",Aibeková,Marta,PhDr.,1947-06-22,female,slovenská,aibemart@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a42c273a394ad5db9225/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1&CisObdobia=2,2002-07-16,2002-09-21,0,2,Independent
11271,11271,54d2a42c273a394ad5db9225,Marta Aibeková,"Aibeková, Marta",Aibeková,Marta,PhDr.,1947-06-22,female,slovenská,aibemart@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a42c273a394ad5db9225/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=1&CisObdobia=2,1998-10-29,2002-07-15,1,2,Klub ĽS-HZDS
1132665,1132665,54d2a503273a394ad5db98ac,Štefan Rusnák,"Rusnák, Štefan",Rusnák,Štefan,RSDr.,1947-12-08,male,slovenská,rusnstef@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a503273a394ad5db98ac/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=113&CisObdobia=2,1998-09-26,1998-10-28,0,2,Independent
1132665,1132665,54d2a503273a394ad5db98ac,Štefan Rusnák,"Rusnák, Štefan",Rusnák,Štefan,RSDr.,1947-12-08,male,slovenská,rusnstef@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a503273a394ad5db98ac/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=113&CisObdobia=2,1998-10-29,2002-09-21,5,2,Klub SDĽ
1141210102334159,1141210102334159,54d2a478273a394ad5db94fb,Eva Rusnáková,"Rusnáková, Eva",Rusnáková,Eva,,1958-03-14,female,slovenská,eva_rusnakova@nrsr.sk,http://files.parldata.eu/sk/nrsr/people/54d2a478273a394ad5db94fb/image.jpeg,http://www.nrsr.sk/web/Default.aspx?sid=poslanci/poslanec&PoslanecID=114&CisObdobia=3,1999-03-31,2002-09-21,2,2,Klub SDK
